,start_node,end_node,distance
5047,57,61,24.999737
5048,58,65,12.058353
5049,58,66,56.249199
5268,59,64,7.61089
5312,60,67,10.780429
5313,60,62,13.778323
5314,61,70,12.7139
5315,61,65,27.977304
5408,62,77,25.412745
5409,62,64,14.332017
5468,63,209,22.903822
5469,63,69,9.535697
5470,63,67,31.249222
5637,64,85,33.609802
5638,64,68,11.453418
5639,65,74,13.359434
5640,65,72,56.783241
5740,66,71,4.18457
5863,67,73,9.535034
5864,68,80,20.960608
5865,68,70,13.778323
5953,69,209,20.734894
5954,69,227,10.232876
5955,69,73,31.249588
5956,70,76,11.262623
5957,70,74,29.766754
5958,71,72,3.350383
6039,72,75,8.906262
6401,73,79,10.228357
6402,73,77,15.379898
6403,74,78,9.53558
6404,74,82,56.576893
6562,75,82,11.567466
6646,76,80,20.992157
6647,76,81,9.535269
6648,76,78,26.228056
6801,77,84,12.058261
6892,78,88,12.058446
6893,78,95,55.873249
6955,79,227,31.264345
6956,79,83,5.783701
7042,80,87,16.060722
7109,81,91,11.508899
7110,81,88,26.815023
7184,82,95,12.71347
7254,83,242,8.124462
7255,83,86,18.749884
7397,84,86,2.065298
7398,84,85,4.569336
7399,85,87,3.350605
7464,86,90,2.789551
7465,87,89,1.394531
7466,88,98,8.906262
7467,88,97,31.249588
7579,89,93,3.178864
7580,89,94,12.499923
7662,90,96,12.883104
7663,90,92,3.350605
7664,91,94,10.752015
7665,91,98,29.471226
7735,92,289,33.616177
7736,92,93,4.568848
7737,93,298,35.172131
7738,94,99,10.326188
7822,95,102,10.228751
7895,96,253,16.768555
7896,96,275,19.673761
7897,97,101,9.535697
7898,97,102,25.766136
7976,98,103,10.780326
7977,98,101,29.766869
8156,99,109,18.389622
8157,99,100,14.33216
8371,100,110,16.508532
8372,100,103,13.988484
8373,101,105,5.78323
8374,102,108,10.780326
8546,103,111,17.129578
8547,103,104,15.484063
8720,104,113,18.389723
8721,104,107,14.33216
8722,105,107,5.176263
8723,105,106,12.499923
8841,106,115,21.560755
8842,106,108,13.778323
8923,107,114,16.508986
8924,108,112,10.228285
9078,109,303,15.227398
9079,109,110,15.483823
9214,110,116,17.129578
9215,110,111,12.499923
9364,111,118,16.508986
9365,111,113,15.794867
9403,112,117,12.71347
9526,113,120,16.508986
9527,113,114,15.484151
9659,114,121,18.389177
9660,114,115,12.499814
9811,115,123,18.389723
9812,115,117,13.988484
9959,116,303,14.346962
9960,116,118,13.988582
9961,117,122,12.058353
10108,118,120,15.794867
10234,119,203,9.472739
10235,119,196,17.013712
10292,120,121,14.332251
10505,121,123,12.499685
10506,122,124,10.707132
10507,122,125,13.95435
10656,123,124,8.110309
10789,124,125,7.610792
11128,125,127,2.789551
11172,126,159,17.179605
11173,126,176,21.651972
11250,127,129,8.906721
11439,128,334,29.486237
11440,128,355,10.786854
11441,128,129,23.226107
11607,129,132,10.228285
11608,129,131,28.664034
11677,130,131,7.610792
12025,131,133,6.35695
12093,132,355,24.74081
12094,132,136,9.882254
12095,132,133,27.732561
12284,133,140,10.228285
12367,134,141,8.906178
12368,134,139,31.249588
12428,135,143,9.535034
12429,135,138,21.729963
12536,136,365,24.740728
12537,136,385,11.571462
12538,136,140,26.228056
12563,137,142,6.356833
12564,137,141,23.226259
12631,138,146,11.508899
12702,139,145,9.535697
12703,139,143,16.984631
12740,140,148,11.567466
12741,140,144,26.228056
12769,141,147,10.780429
12770,141,145,29.766632
12842,143,149,10.780429
12843,143,146,20.570953
12935,144,151,9.882216
13073,145,152,10.780223
13074,145,149,17.268585
13075,146,150,21.729485
13209,147,154,8.906637
13210,147,152,29.767107
13250,148,385,26.243
13251,148,405,9.884561
13252,148,151,27.556839
13277,149,156,10.228357
13278,149,153,20.570953
13279,150,155,9.535269
13426,151,162,17.351168
13592,152,157,9.535269
13593,152,156,18.7493
13594,153,158,8.906178
13595,153,155,21.504452
13665,154,160,12.057994
13666,154,157,28.288208
13718,155,163,11.567402
13788,156,161,9.535034
13789,156,158,20.237644
13985,157,165,11.567531
13986,157,161,18.749775
13987,158,164,9.535697
13988,158,163,22.040682
14111,159,307,1.081321
14112,159,176,11.049074
14181,160,167,9.535697
14182,160,165,29.766632
14183,161,169,11.567531
14184,161,164,20.237267
14257,162,405,26.266554
14258,162,431,12.752707
14286,163,168,9.535269
14287,163,166,24.999737
14439,164,170,10.228357
14440,164,168,22.040558
14576,165,171,9.535034
14577,165,169,18.749775
14578,166,172,8.906345
14619,167,173,10.780223
14620,167,171,29.766993
14681,168,175,10.780871
14682,168,172,26.486452
14747,169,174,10.352132
14748,169,170,19.995415
14859,170,180,10.780223
14860,170,175,20.570953
14923,171,178,6.357067
14924,171,174,17.268229
14925,172,181,9.535697
15073,173,184,8.506666
15074,173,182,29.766518
15156,174,183,5.78323
15157,174,180,21.729963
15158,175,185,9.535034
15159,175,181,26.228056
15160,176,321,3.512855
15187,177,248,6.508499
15206,178,182,4.453089
15207,178,183,18.749775
15353,180,187,7.211841
15354,180,185,20.237167
15355,181,191,11.566931
15356,181,192,36.765076
15393,182,186,4.185059
15394,183,189,9.535697
15395,183,187,18.749884
15448,184,202,21.035543
15449,184,188,27.977545
15508,185,190,6.357067
15509,185,191,28.288208
15615,186,188,4.130265
15616,186,189,15.794867
15617,187,194,8.906345
15618,187,190,21.729485
15715,188,196,7.13905
15764,189,193,3.178202
15765,189,194,20.237167
15766,190,195,4.18457
15812,191,198,8.338106
15813,191,199,29.766632
15814,192,197,5.176407
15931,194,205,11.50864
15932,194,200,22.041155
15933,195,200,6.356833
15934,195,198,26.228056
15989,196,207,11.508899
15990,197,199,6.700562
15991,197,201,12.883104
16098,198,213,11.567402
16099,198,208,26.815023
16100,199,208,10.326518
16146,200,206,4.453089
16147,201,221,23.680874
16148,201,204,5.353543
16215,202,211,29.766518
16216,203,214,12.71347
16217,203,205,8.110538
16287,204,220,15.419146
16288,204,209,12.499923
16363,205,212,18.7493
16364,206,210,4.130625
16365,206,213,27.977066
16437,207,211,3.178202
16438,207,214,26.814898
16439,208,216,10.228211
16497,210,212,4.777543
16498,210,215,15.379898
16551,211,218,10.228211
16552,212,219,10.228211
16613,213,217,8.338106
16614,213,216,26.486452
16720,214,224,10.780223
16721,214,219,29.471466
16753,215,217,12.499923
16809,216,221,13.988484
16855,217,222,6.700562
16938,218,230,10.780429
16939,218,224,26.228056
16940,219,233,12.7139
16941,219,226,17.65811
16942,220,225,7.390979
16943,220,227,26.815023
16944,221,228,10.352132
16945,221,225,15.794867
16998,222,231,9.535269
16999,222,228,32.735996
17065,223,271,10.242614
17066,223,251,7.570368
17099,224,234,10.780429
17100,224,233,28.288328
17101,225,232,6.357067
17180,226,231,18.749775
17254,227,236,9.535034
17292,228,237,11.508899
17344,229,230,7.615234
17345,229,249,18.700619
17346,229,234,18.749775
17347,230,238,10.780429
17348,231,240,10.228211
17349,231,237,31.590334
17350,232,241,19.738033
17351,232,236,24.999737
17385,233,239,8.906345
17386,233,235,20.237167
17492,234,239,29.470985
17493,234,428,13.985616
17544,235,243,11.508899
17545,235,240,18.749775
17546,236,245,10.780429
17547,236,242,29.766632
17684,237,247,10.351737
17685,237,241,15.794867
17738,238,246,7.610694
17739,239,254,15.892529
17740,239,243,17.658573
17741,240,250,10.780429
17742,240,247,28.288328
17830,241,262,17.812983
17831,241,244,11.020515
17832,242,253,8.906178
17934,243,258,12.058446
17935,243,250,20.237167
17936,244,256,22.076483
17937,244,245,24.369141
17938,245,256,10.780429
17939,245,253,30.968214
17972,246,257,10.780429
17973,247,255,11.315225
17974,247,261,15.527856
18042,249,274,22.831831
18043,249,251,13.988962
18113,250,259,10.780871
18114,250,255,24.999737
18156,251,428,5.085115
18157,252,254,18.488585
18158,253,266,12.058446
18268,254,268,12.057809
18269,254,258,19.995346
18310,255,260,4.453548
18311,256,267,8.50706
18312,256,266,31.249699
18361,257,269,9.882216
18362,258,272,12.058261
18363,258,259,19.995415
18448,259,276,12.71347
18449,259,264,24.528282
18450,260,264,4.130625
18451,260,265,12.499814
18452,261,265,6.700118
18453,261,262,18.276855
18454,262,267,23.226259
18487,263,268,20.237644
18540,264,282,11.567402
18541,265,291,20.45657
18542,265,270,12.882643
18543,266,278,8.906345
18544,266,275,15.379898
18590,267,280,9.535269
18591,267,278,29.766518
18637,268,281,8.906804
18638,268,272,19.995415
18674,269,284,10.780429
18675,269,274,8.110248
18676,270,300,19.667896
18677,270,273,13.778809
18726,271,279,5.176012
18727,271,281,29.470985
18728,272,285,8.906345
18729,272,276,18.488028
18730,273,305,21.560858
18731,273,277,12.499338
18785,274,309,22.831385
18786,274,279,13.988484
18787,275,289,13.373302
18815,276,288,8.906637
18816,276,282,27.557131
18817,277,311,21.560652
18818,277,280,4.777543
18819,278,292,14.423682
18880,279,472,10.061023
18881,280,283,7.741955
18929,281,295,11.508899
18930,281,285,19.995346
18931,282,286,4.453256
18932,283,315,20.960608
18933,283,287,12.883104
18994,285,302,12.382674
18995,285,288,18.488585
19040,286,296,6.356833
19041,286,291,14.332484
19042,287,317,19.667444
19043,287,290,12.499814
19080,288,310,11.566931
19081,288,296,26.228056
19082,289,294,3.905273
19083,289,293,6.700562
19124,290,319,22.266071
19125,290,292,10.7525
19159,291,300,11.020166
19160,292,307,7.138946
19161,292,301,8.110248
19162,293,297,6.249961
19184,294,301,9.290303
19185,294,297,0.279297
19197,295,306,5.783701
19198,295,302,18.488512
19199,296,314,10.780429
19200,297,298,13.70752
19201,298,303,12.499814
19240,299,306,18.749775
19241,300,304,3.178202
19242,300,305,12.499814
19243,301,307,10.050723
19271,302,318,12.918414
19272,302,310,23.226259
19314,305,311,12.499814
19352,306,316,7.610443
19386,308,309,4.568848
19387,308,322,16.009529
19388,308,312,10.7525
19389,310,320,13.95435
19390,310,314,24.527853
19391,311,332,26.237825
19392,311,315,13.988582
19430,312,313,9.244051
19431,312,472,10.899585
19472,313,324,16.009529
19473,313,316,19.995346
19474,314,323,14.682897
19475,315,317,12.499814
19576,316,327,16.009529
19577,316,318,19.995897
19578,317,319,13.401327
19666,318,331,16.508986
19667,318,320,20.237167
19729,319,329,11.567531
19730,319,321,13.988582
19770,320,335,14.678076
19771,320,323,23.015381
19804,321,336,12.918055
19834,322,339,14.67854
19835,322,324,19.995415
19836,323,341,17.129578
19837,323,325,18.488585
19924,324,343,14.678076
19925,324,327,19.995346
19926,325,345,16.508986
19927,325,328,18.749775
19964,326,338,8.506579
20009,327,347,14.277996
20010,327,331,18.488585
20051,328,348,14.678076
20052,328,332,19.995415
20053,329,342,8.906178
20054,329,336,20.237644
20055,330,340,7.13905
20101,331,351,15.643246
20102,331,335,21.504452
20133,332,352,14.678076
20134,332,338,21.504452
20135,333,334,4.569336
20136,334,349,11.566931
20173,335,353,14.678076
20174,335,341,20.237167
20175,336,346,8.338106
20176,336,340,18.488102
20177,337,344,5.57959
20218,338,356,15.221137
20219,338,342,18.488512
20263,339,343,19.995346
20264,340,350,8.506579
20265,340,344,21.504936
20295,341,357,13.359894
20296,341,345,19.995415
20297,342,358,14.67854
20298,342,346,18.488585
20331,343,360,14.678076
20332,343,347,21.504515
20333,344,354,8.906345
20334,344,349,26.228056
20371,345,361,14.277415
20372,345,348,19.995346
20373,346,363,15.643246
20374,346,350,21.729485
20405,347,362,14.677924
20406,347,351,18.749775
20454,348,364,14.67854
20455,348,352,19.995415
20456,349,359,8.906804
20457,349,355,27.732561
20503,350,367,15.221137
20504,350,354,19.995346
20548,351,366,13.359434
20549,351,353,19.848854
20550,352,369,14.277415
20551,352,356,19.995346
20588,353,371,14.67854
20589,353,357,19.995415
20590,354,370,12.918414
20591,354,359,26.228134
20592,355,365,9.882736
20634,356,372,14.677924
20635,356,358,19.995415
20698,357,374,15.64315
20699,357,361,21.729963
20729,358,375,14.277415
20730,358,363,20.237167
20731,359,373,12.917939
20732,359,365,29.471226
20763,360,376,14.277892
20764,360,362,21.504999
20803,361,377,14.678076
20804,361,364,18.488102
20839,362,380,14.277519
20840,362,366,18.488028
20841,363,378,13.359267
20842,363,367,18.488512
20878,364,382,14.677924
20879,364,369,21.504936
20880,365,379,12.057901
20919,366,383,14.277892
20920,366,371,19.995415
20921,367,384,14.032109
20922,367,368,21.36834
20955,368,389,16.009529
20956,368,381,10.228357
20957,368,370,1.523438
20958,369,386,14.678076
20959,369,372,18.488512
20960,370,373,26.228056
20997,371,388,14.677924
20998,371,374,21.729963
21046,372,390,14.277996
21047,372,375,21.504515
21125,373,387,10.780429
21126,373,379,27.732561
21161,374,391,12.918055
21162,374,377,19.995346
21163,375,396,16.009668
21164,375,378,18.488512
21196,376,394,12.918055
21197,376,380,21.504452
21244,377,395,12.91853
21245,377,382,18.488585
21246,378,398,16.009668
21247,378,384,21.729578
21248,379,393,10.228285
21249,379,385,26.228134
21303,380,397,13.95435
21304,380,383,18.488585
21305,381,389,9.440531
21306,381,387,20.237167
21348,382,401,14.277519
21349,382,386,21.504452
21393,383,402,14.678076
21394,383,388,18.488512
21395,384,404,14.678076
21396,384,389,18.488512
21397,385,400,12.057901
21449,386,403,12.91853
21450,386,390,19.995415
21451,387,399,10.228211
21452,387,393,29.23922
21477,388,406,12.918055
21478,388,391,23.015381
21479,389,392,2.789551
21504,390,408,14.678076
21505,390,396,20.237167
21540,391,410,14.678389
21541,391,395,19.995415
21542,392,407,11.567531
21543,392,399,24.999737
21544,393,409,12.918471
21545,393,400,24.999737
21591,394,412,14.677924
21592,394,397,18.488585
21626,395,414,14.677924
21627,395,401,18.749775
21628,396,411,11.567402
21629,396,398,18.488512
21670,397,417,14.277415
21671,397,402,20.237167
21705,398,418,13.359894
21706,398,404,21.504515
21707,399,415,11.567531
21708,399,409,29.766632
21709,400,416,11.567466
21710,400,419,26.068089
21743,401,420,12.918414
21744,401,403,21.36834
21768,402,422,13.359434
21769,402,406,19.848854
21770,403,424,14.677924
21771,403,408,18.749775
21772,404,423,13.359267
21773,404,407,19.995346
21774,405,419,11.508899
21806,406,426,14.277892
21807,406,410,21.730057
21856,407,430,14.677924
21857,407,413,20.237167
21908,408,429,13.359267
21909,408,411,21.368826
21910,409,425,10.780326
21911,409,416,24.725809
21931,410,432,14.678076
21932,410,414,19.995346
21933,411,433,14.678076
21934,411,418,17.26811
21964,412,436,14.67854
21965,412,417,19.995415
21966,413,434,13.359726
21967,413,415,4.777543
21998,414,437,14.678076
21999,414,420,19.995415
22000,415,421,13.988582
22001,416,435,12.058446
22042,417,440,14.678076
22043,417,422,18.488028
22044,418,438,12.917939
22045,418,423,21.504936
22046,419,431,20.992157
22084,420,441,14.678076
22085,420,424,19.995346
22086,421,439,11.566931
22087,421,425,13.988723
22155,422,443,14.032109
22156,422,426,21.504999
22157,423,444,14.67854
22158,423,430,20.237167
22210,424,445,14.678076
22211,424,429,18.488512
22212,425,427,4.777309
22240,426,447,14.678076
22241,426,432,20.237167
22242,427,442,9.882216
22243,427,435,20.237167
22268,429,450,14.277996
22269,429,433,21.504515
22270,430,448,13.359894
22271,430,434,19.995415
22272,431,446,14.423528
22342,432,451,13.359434
22343,432,437,19.995346
22344,433,453,14.678076
22345,433,438,18.488512
22346,434,452,12.918055
22347,434,439,19.995346
22348,435,449,10.228285
22383,436,440,19.995346
22428,437,455,14.277996
22429,437,441,19.995415
22430,438,457,16.009668
22431,438,444,20.237267
22432,439,456,14.67854
22433,439,442,19.995415
22477,440,454,12.91853
22478,440,443,21.504515
22516,441,459,15.221137
22517,441,445,19.995346
22518,442,460,14.678076
22519,442,449,18.749537
22546,443,458,13.95391
22547,443,447,18.488512
22548,444,461,14.277519
22549,444,448,19.995346
22583,445,462,14.678076
22584,445,450,19.995415
22618,447,464,14.277415
22619,447,451,19.995346
22620,448,465,14.277519
22621,448,452,21.504452
22622,449,463,12.917997
22660,450,467,14.277415
22661,450,453,19.995346
22698,451,466,12.918414
22699,451,455,21.729578
22700,452,469,14.67854
22701,452,456,18.749884
22738,453,470,14.677924
22739,453,457,18.749775
22798,454,458,18.488512
22799,455,471,12.917939
22800,455,459,16.98455
22802,456,460,19.995346
22842,457,461,21.504515
22871,458,464,21.729963
22873,459,462,21.504452
22875,460,463,19.995346
22917,461,465,19.995346
22952,462,467,21.504999
22954,463,468,26.041979
22997,464,466,19.848886
22999,465,469,19.995415
23032,466,471,21.729485
23034,467,470,18.488512
