,ID,X,Y
4455,172,3636.438477,4236.446777
4503,173,3884.697998,4237.841797
4504,174,3778.083496,4237.841797
4545,175,3775.037354,4239.236816
4546,176,3679.084229,4239.236816
4594,177,3822.252197,4240.631836
4595,178,3671.468994,4240.631836
4648,179,3916.682373,4242.026367
4649,180,3764.375732,4242.026367
4662,181,3807.204346,4047.230713
4699,182,3863.375,4243.421387
4771,183,3779.606445,4244.816406
4785,184,3641.342773,4294.125488
4817,185,3954.758789,4246.210938
4818,186,3692.791748,4246.210938
4819,187,3642.530762,4246.210938
4847,188,3736.092529,4006.58374
4855,189,3950.189697,4247.605957
4867,190,3996.414795,4439.793457
4893,191,3889.26709,4249.000977
4894,192,3840.529053,4249.000977
4895,193,3790.267822,4249.000977
4898,194,3933.222656,4325.76123
4902,195,3643.124756,4329.458008
4945,196,3826.821533,4250.395996
4985,197,3768.945068,4251.790527
5076,198,3962.221924,4009.76416
5097,199,3921.251465,4254.580566
5139,200,3959.328125,4255.975098
5179,201,3845.098145,4257.370117
5180,202,3697.361084,4257.370117
5193,203,3644.099365,4365.432129
5229,204,3802.452393,4258.765137
5259,205,3893.836426,4260.160156
5260,206,3794.837158,4260.160156
5286,207,3848.799316,4020.197998
5305,208,3784.175781,4261.554688
5336,209,3925.820557,4262.949707
5371,210,3601.362305,4365.222656
5380,211,3773.51416,4264.344727
5428,212,3962.374268,4265.739746
5429,213,3765.898926,4265.739746
5430,214,3807.204346,4070.539307
5482,215,3807.021729,4267.134277
5529,216,3701.930176,4268.529297
5576,217,3898.405518,4269.924316
5577,218,3849.66748,4269.924316
5613,219,3887.606934,4016.055176
5627,220,3788.744873,4271.318848
5666,221,3931.912842,4272.713867
5667,222,3735.4375,4272.713867
5685,223,3813.936279,4057.022949
5757,224,3966.943359,4275.503906
5758,225,3768.945068,4275.503906
5852,226,3811.59082,4278.293457
5882,227,3781.875732,4045.41748
5893,228,3902.974609,4279.688477
5894,229,3854.236572,4279.688477
5895,230,3708.022461,4279.688477
5949,231,3697.361084,4281.083496
5958,232,3819.053955,4037.327148
5966,233,3712.378418,4358.401855
5988,234,3934.958984,4282.478027
5989,235,3793.313965,4282.478027
5990,236,3689.745605,4282.478027
6037,237,3740.006836,4283.873047
6043,238,3698.89917,4064.47168
6076,239,3615.937988,4068.726074
6083,240,3648.013672,4075.644531
6087,241,3971.512695,4285.268066
6107,242,3756.410156,4456.783203
6137,243,3773.51416,4286.662598
6178,244,3968.466553,4288.057617
6179,245,3816.159912,4288.057617
6180,246,3768.945068,4288.057617
6181,247,3671.468994,4288.057617
6190,248,3637.078125,4267.204102
6227,249,3907.543945,4289.452637
6228,250,3858.805908,4289.452637
6229,251,3711.068604,4289.452637
6230,252,3755.603027,4456.950195
6277,253,3889.26709,4290.847656
6278,254,3604.454102,4290.847656
6326,255,3797.883301,4292.242188
6327,256,3746.099121,4292.242188
6328,257,3694.314941,4292.242188
6372,258,3938.005127,4293.637207
6410,259,3809.763184,4015.302002
6423,260,3688.222656,4295.032227
6434,261,3725.050293,4107.126953
6453,262,3828.344482,4296.427246
6454,263,3779.606445,4296.427246
6504,264,3853.916748,4029.250732
6506,265,3973.035645,4297.821777
6507,266,3820.729248,4297.821777
6549,267,3912.113037,4299.216797
6550,268,3714.114746,4299.216797
6588,269,3893.836426,4300.611816
6589,270,3811.59082,4300.611816
6590,271,3660.807373,4300.611816
6591,272,3609.023193,4300.611816
6608,273,3840.209229,4032.333496
6635,274,3800.929443,4302.006348
6636,275,3708.022461,4302.006348
6668,276,3866.421143,4303.401367
6711,277,3944.097412,4304.796387
6741,278,3976.081787,4306.191406
6742,279,3782.652588,4306.191406
6743,280,3691.268799,4306.191406
6885,281,3834.436768,4310.375977
6886,282,3765.898926,4310.375977
6940,283,3945.620605,4311.770508
6941,284,3916.682373,4311.770508
6942,285,3749.800049,4071.069336
6975,286,3898.405518,4313.165527
6985,287,3936.649658,4337.869141
6996,288,3643.825195,4052.126953
7000,289,3832.761475,4069.897705
7011,290,3742.443604,4104.755859
7024,291,3721.72998,4314.560547
7072,292,3872.513428,4315.955566
7073,293,3744.575928,4315.955566
7074,294,3714.114746,4315.955566
7113,295,3918.205322,4317.350098
7211,296,3893.836426,4320.140137
7212,297,3782.652588,4320.140137
7213,298,3727.822266,4320.140137
7214,299,3630.346191,4320.140137
7215,300,3902.974609,4320.140137
7216,301,3723.253174,4320.140137
7246,302,3994.358643,4321.535156
7247,303,3715.637695,4321.535156
7279,304,3945.620605,4322.929688
7280,305,3839.006104,4322.929688
7281,306,3770.468018,4322.929688
7330,307,3875.55957,4324.324707
7331,308,3708.022461,4324.324707
7382,309,3726.299316,4325.719727
7424,310,3694.314941,4327.114258
7431,311,3717.49585,4376.074707
7452,312,3719.019043,4376.716797
7477,313,3877.08252,4328.509277
7478,314,3854.236572,4328.509277
7539,315,3642.530762,4329.904297
7584,316,3950.189697,4331.299316
7585,317,3639.484619,4331.299316
7586,318,3674.515137,4331.299316
7631,319,3902.974609,4332.693848
7632,320,3634.915283,4332.693848
7705,321,3918.205322,4335.483887
7706,322,3845.098145,4335.483887
7707,323,3826.821533,4335.483887
7788,324,3835.320068,4009.666504
7800,325,3951.712646,4338.273438
7801,326,3904.497803,4338.273438
7850,327,3797.883301,4339.668457
7851,328,3791.791016,4339.668457
7852,329,3641.007568,4339.668457
7853,330,3604.454102,4339.668457
7946,331,3778.083496,4342.458008
7947,332,3721.72998,4342.458008
8011,333,3904.497803,4343.853027
8050,334,3903.644775,4442.79248
8057,335,3849.66748,4345.248047
8099,336,3735.4375,4346.643066
8139,337,3664.980713,4061.486572
8151,338,3633.498779,4135.094727
8154,339,3604.454102,4348.037598
8196,340,3647.099854,4349.432617
8236,341,3851.19043,4350.827637
8289,342,3956.281982,4352.222168
8290,343,3907.543945,4352.222168
8330,344,3893.836426,4353.617188
8331,345,3817.683105,4353.617188
8343,346,3664.280029,4409.482422
8361,347,3812.550293,4043.757568
8383,348,3761.45166,4480.300781
8391,349,3808.544678,4355.012207
8439,350,3887.241455,4283.161621
8488,351,3627.300049,4357.801758
8544,352,3909.066895,4359.196777
8545,353,3832.913818,4359.196777
8546,354,3701.930176,4359.196777
8679,355,3811.59082,4361.986816
8680,356,3610.546387,4361.986816
8774,357,3927.34375,4364.776367
8814,358,3736.960693,4366.171387
8859,359,3960.851074,4367.565918
8860,360,3910.590088,4367.565918
8861,361,3857.282715,4367.565918
8862,362,3633.392334,4367.565918
8886,363,3722.704834,4396.203125
8903,364,3828.344482,4368.960938
8904,365,3669.945801,4368.960938
8956,366,3663.853516,4370.355957
8983,367,3671.011963,4405.758301
9012,368,3776.560303,4371.750977
9013,369,3645.576904,4371.750977
9014,370,3615.115479,4371.750977
9091,371,3915.15918,4374.540527
9092,372,3816.159912,4374.540527
9093,373,3761.32959,4374.540527
9094,374,3743.052979,4374.540527
9162,375,3713.307373,4023.810791
9179,376,3601.392578,4038.373291
9252,377,3896.882324,4378.725098
9253,378,3732.391357,4378.725098
9297,379,3875.55957,4380.120117
9298,380,3618.161621,4380.120117
9351,381,3965.42041,4381.515137
9352,382,3860.328857,4381.515137
9353,383,3778.083496,4381.515137
9354,384,3610.546387,4381.515137
9408,385,3764.375732,4382.909668
9451,386,3832.913818,4384.304688
9452,387,3846.621338,4384.304688
9469,388,3960.592285,4004.770508
9527,389,3901.45166,4387.094727
9528,390,3740.006836,4387.094727
9529,391,3735.4375,4387.094727
9530,392,3676.038086,4387.094727
9608,393,3919.728516,4388.489258
9609,394,3820.729248,4388.489258
9673,395,3701.625488,4111.032715
9719,396,3782.804932,4078.085693
9742,397,3919.728516,4392.673828
9773,398,3863.375,4394.068848
9814,399,3781.129639,4395.463867
9860,400,3890.790283,4396.858887
9861,401,3968.466553,4396.858887
9862,402,3771.991211,4396.858887
9863,403,3752.191406,4396.858887
9864,404,3636.438477,4396.858887
9887,405,3789.536865,4062.658203
9903,406,3644.754395,4056.49292
9904,407,3831.390625,4398.253418
9905,408,3738.483643,4398.253418
9954,409,3825.29834,4399.648438
9955,410,3740.006836,4399.648438
9999,411,3726.299316,4401.043457
10032,412,3866.421143,4402.438477
10078,413,3712.591553,4403.833008
10121,414,3794.654297,4042.334717
10124,415,3924.297607,4405.228027
10125,416,3662.330566,4405.228027
10185,417,3784.175781,4406.623047
10186,418,3697.361084,4406.623047
10208,419,3996.856445,4434.925293
10245,420,3909.066895,4408.017578
10246,421,3682.130371,4408.017578
10298,422,3896.882324,4409.412598
10299,423,3834.436768,4409.412598
10300,424,3825.29834,4409.412598
10301,425,3639.484619,4409.412598
10353,426,3884.697998,4410.807617
10354,427,3674.515137,4410.807617
10355,428,3665.376709,4410.807617
10440,429,3869.467285,4413.597168
10441,430,3788.744873,4413.597168
10442,431,3718.683838,4413.597168
10490,432,3784.175781,4414.992188
10525,433,3842.052002,4416.387207
10569,434,3837.48291,4417.782227
10570,435,3744.575928,4417.782227
10613,436,3828.344482,4419.176758
10614,437,3685.176514,4419.176758
10615,438,3676.038086,4419.176758
10616,439,3735.4375,4419.176758
10657,440,3928.866699,4420.571777
10658,441,3788.744873,4420.571777
10659,442,3723.253174,4420.571777
10661,443,3828.968994,4061.305176
10716,444,3805.498535,4421.966797
10756,445,3913.63623,4423.361328
10804,446,3723.253174,4424.756348
10805,447,3796.360107,4424.756348
10841,448,3788.744873,4425.914062
10852,449,3901.45166,4426.151367
10853,450,3872.513428,4426.151367
10854,451,3787.22168,4426.151367
10855,452,3788.744873,4426.151367
10913,453,3887.744141,4427.546387
10955,454,3931.912842,4428.940918
10956,455,3857.282715,4428.940918
10957,456,3688.222656,4428.940918
10996,457,3874.036377,4430.335938
11032,458,3916.682373,4431.730957
11033,459,3749.145264,4431.730957
11034,460,3680.607178,4431.730957
11085,461,3791.791016,4433.125488
11086,462,3669.945801,4433.125488
11100,463,3838.57959,4028.609131
11127,464,3904.497803,4434.520508
11128,465,3726.299316,4434.520508
11164,466,3814.636963,4435.915527
11196,467,3822.541748,4028.609131
11221,468,3794.654297,4074.4729
11224,469,3857.282715,4437.310547
11225,470,3843.575195,4437.310547
11226,471,3648.622803,4437.310547
11271,472,3904.497803,4438.705078
11272,473,3916.682373,4438.705078
11273,474,3877.08252,4438.705078
11274,475,3794.837158,4438.705078
11293,476,3646.67334,4034.342041
11296,477,3752.358887,4463.659668
11309,478,3769.082031,4345.317871
11328,479,3691.268799,4440.100098
11405,480,3834.436768,4442.890137
11449,481,3845.098145,4444.284668
11496,482,3880.128662,4445.679688
11497,483,3835.959961,4445.679688
11498,484,3753.714355,4445.679688
11526,485,3843.697021,4014.032471
11536,486,3650.145996,4447.074707
11590,487,3816.159912,4448.469238
11623,488,3692.167236,4459.50293
11695,489,3797.883301,4451.259277
11746,490,3674.971924,4069.186279
11770,491,3723.54248,4045.529053
11778,492,3880.128662,4454.048828
11839,493,3843.697021,4023.392334
11910,494,3855.759766,4458.233887
11911,495,3756.760498,4458.233887
11948,496,3814.119141,4047.802734
11954,497,3840.529053,4459.628418
12029,498,3826.821533,4462.418457
12030,499,3709.134277,4395.96582
12036,500,3668.453125,4023.183105
12072,501,3884.697998,4463.812988
12092,502,3759.136475,4366.868652
12238,503,3884.697998,4469.392578
12239,504,3843.575195,4469.392578
12322,505,3832.913818,4472.182617
12368,506,3761.32959,4473.577148
12435,507,3843.575195,4476.367188
12463,508,3626.858398,4292.214355
12476,509,3677.941895,4076.300293
12508,510,3700.529053,4045.94751
12648,511,3815.474609,4047.537598
12673,512,3656.60376,4093.5271
12771,513,3797.913818,4048.402588
12795,514,3804.645752,4028.079102
13087,515,3721.684326,4041.051514
13109,516,3693.797119,4087.347656
13129,517,3633.605469,4073.831299
13144,518,3838.884033,4025.386963
13197,519,3855.546387,4020.728027
13220,520,3684.491211,4066.912598
13613,521,3821.399414,4055.209473
13970,522,3654.745605,4088.421875
14135,523,3808.575195,4093.317871
14137,524,3756.547363,4051.373535
14341,525,3825.801025,4054.149414
14348,526,3816.495117,4030.101562
14398,527,3629.416992,4062.769775
14459,528,3747.241455,4036.699463
14696,529,3601.529785,4116.724121
14817,530,3652.430664,4099.050781
14982,531,3671.011963,4033.714355
15027,532,3810.067871,4000.711426
15064,533,3974.558838,4002.106201
15152,534,3994.358643,4004.895996
15280,535,3736.092529,4325.733398
15300,536,3942.574463,4009.080811
15368,537,3934.09082,4328.927734
15374,538,3933.436035,4011.870361
15429,539,3801.736572,4017.087402
15853,540,3753.988525,4395.338379
15855,541,3636.148926,4084.795166
15897,542,3860.328857,4027.214111
16239,543,3720.983643,4480.900391
16244,544,3650.57251,4093.945557
16438,545,3853.063965,4431.507812
16457,546,3623.598877,4285.616699
16550,547,3849.5,4023.183105
16562,548,3959.328125,4048.137451
16642,549,3947.143555,4050.927246
16698,550,3731.904053,4317.643066
16797,551,3994.373779,4394.068848
16842,552,3832.197998,4060.538086
16864,553,3710.687744,4110.056641
16868,554,3963.897217,4057.901611
16922,555,3821.536377,4063.048828
16942,556,3688.496826,4429.945312
16978,557,3646.384033,4065.001709
17024,558,3641.266602,4094.69873
17070,559,3602.930908,4064.876221
17162,560,3966.943359,4067.665771
17198,561,3625.22876,4096.609863
17209,562,3842.052002,4069.060791
17225,563,3785.36377,4020.728027
17243,564,3642.195557,4021.258057
17259,565,3604.454102,4070.455566
17335,566,3994.373779,4410.807617
17338,567,3687.979004,4030.631592
17405,568,3971.512695,4074.640381
17429,569,3974.573975,4413.597168
17503,570,3957.804932,4077.430176
17577,571,3709.134277,4013.279297
17801,572,3644.754395,4302.857422
17821,573,3674.27124,4045.529053
17895,574,3820.729248,4089.984131
17917,575,3906.203613,4453.226074
17967,576,3979.143066,4430.335938
17968,577,3902.837646,4395.115234
18081,578,3883.174805,4095.563477
18183,579,3803.015869,4060.217285
18245,580,3982.189209,4438.705078
