,start_node,end_node,distance
7899,167,179,10.780429
7900,167,173,27.977066
7960,168,227,12.219588
7961,168,396,32.316845
7962,168,524,13.802539
8158,169,189,12.058353
8159,169,179,29.471226
8160,170,193,12.918471
8161,170,174,9.244051
8162,171,186,10.780326
8163,171,176,9.554852
8164,172,187,11.508899
8242,173,191,12.058353
8243,173,182,22.040918
8244,174,183,7.138946
8245,174,175,3.350383
8300,175,180,11.020515
8301,176,178,7.741955
8302,176,231,45.66386
8376,177,196,10.780429
8377,177,193,33.061195
8378,178,236,45.663315
8379,178,187,29.471132
8466,179,199,13.35981
8467,179,191,28.288565
8468,180,197,10.780429
8469,180,202,68.748772
8489,181,513,9.364143
8548,182,192,23.517422
8675,184,247,30.731226
8724,185,200,10.780429
8725,185,189,4.777309
8726,186,202,12.058446
8775,188,571,27.77729
8787,189,199,29.766869
8802,190,580,14.26716
8843,191,205,12.058446
8844,191,201,44.954845
8845,192,201,9.535151
8846,192,196,13.778323
8847,193,206,12.058446
8849,194,304,12.717184
8850,194,319,31.03233
8856,195,315,0.742969
8926,196,204,25.766209
8977,197,211,13.35981
8978,197,216,69.073746
9120,198,388,5.252836
9157,199,209,9.535151
9158,199,205,27.977066
9216,200,212,10.228751
9217,200,209,34.225754
9281,201,218,13.359894
9282,201,215,39.308426
9283,202,216,12.058353
9303,203,369,6.489295
9304,203,340,16.278431
9366,204,215,9.535269
9367,204,206,7.741955
9405,205,217,10.780326
9406,205,218,45.235325
9407,206,208,10.752193
9450,207,519,6.767857
9451,207,547,3.066239
9452,207,485,8.002946
9482,208,211,11.020639
9528,209,221,11.508899
9529,209,217,28.288328
9592,211,213,7.741955
9661,212,224,10.780326
9662,212,221,31.249588
9663,213,225,10.228285
9664,213,222,31.249588
9665,214,468,13.152067
9753,215,226,12.058353
9754,215,220,18.749775
9813,216,230,12.7139
9891,217,228,10.780326
9892,217,229,45.235325
9893,218,229,10.780326
9894,218,226,38.985569
9963,220,225,20.237267
10027,221,234,10.228285
10028,221,228,29.766869
10029,222,237,12.058446
10030,222,230,28.288328
10056,223,521,7.680305
10163,224,241,10.780429
10164,224,234,32.735889
10165,225,243,12.057901
10166,225,237,30.12414
10293,226,245,10.780326
10294,226,235,18.749775
10339,227,405,18.866253
10340,227,414,13.145156
10355,228,249,10.780429
10356,228,350,16.111948
10357,229,250,10.780429
10358,229,245,38.985569
10359,230,251,10.228285
10360,230,231,10.752257
10449,231,275,23.482561
10450,231,236,7.742108
10464,232,526,7.665295
10465,232,273,21.736654
10475,233,354,10.478438
10509,234,258,11.567466
10510,234,249,28.288328
10511,235,243,20.237167
10512,236,257,10.780429
10513,236,247,19.109325
10581,237,256,10.351737
10582,237,251,29.471226
10592,238,520,14.61326
10639,239,527,14.736385
10640,239,561,29.390886
10651,240,490,27.721045
10652,240,557,10.766865
10657,241,244,4.130445
10684,242,495,1.492388
10685,242,484,11.426085
10729,243,263,11.509314
10730,243,246,4.777309
10790,244,265,10.780326
10791,244,258,30.968214
10792,245,266,10.780429
10793,245,255,18.749537
10794,246,256,23.226019
10854,249,267,10.780326
10855,250,276,15.892101
10856,250,262,31.249699
10857,250,350,29.123138
10858,251,268,10.228285
10925,253,269,10.780429
10926,254,272,10.780326
10985,255,263,18.749884
10986,256,268,32.735996
10987,257,308,34.888168
10988,257,260,6.700766
11053,258,277,12.7139
11054,258,267,26.486452
11109,259,324,26.170847
11110,259,526,16.258718
11111,259,539,8.222782
11129,260,280,11.567466
11130,260,271,27.977304
11144,261,290,17.554182
11145,261,553,14.658304
11174,262,281,15.221137
11175,262,266,7.741868
11176,263,279,10.228285
11247,264,547,7.504916
11248,264,273,14.049894
11249,264,542,6.727776
11251,265,278,8.906721
11252,265,277,29.766869
11253,266,270,9.554852
11317,267,284,13.359434
11318,268,291,17.129578
11373,269,286,13.359351
11374,269,276,27.556839
11375,270,323,38.053066
11376,270,274,10.752193
11377,271,318,33.609901
11378,271,572,16.209284
11408,273,463,4.065294
11442,274,279,18.749884
11443,275,294,15.221584
11495,276,292,13.95435
11496,276,281,32.735996
11558,277,283,7.138521
11559,277,284,28.288208
11609,279,282,17.268347
11825,281,305,13.359434
11826,282,306,13.359351
11827,282,293,22.040918
11899,284,295,5.783701
11900,284,286,18.330017
11945,286,292,26.041979
11956,287,325,15.068413
11957,287,333,32.703957
11958,287,537,9.300344
11979,288,406,4.463751
11980,288,476,18.011526
11987,289,562,9.328147
11988,289,530,182.672119
11989,289,443,9.392256
12027,291,301,5.783765
12096,292,307,8.906262
12097,292,305,34.225418
12098,293,550,12.783743
12099,294,303,5.783701
12285,296,307,18.749775
12286,297,328,21.560755
12287,297,306,12.499814
12288,298,550,4.785013
12289,298,309,5.783701
12290,298,301,4.569092
12291,299,320,13.359351
12293,301,332,22.369789
12294,301,303,7.742196
12336,302,316,45.235325
12337,303,332,21.791779
12338,303,308,8.11008
12389,304,316,9.53558
12390,306,331,20.960697
12460,307,313,4.453089
12461,307,314,21.729723
12462,308,332,22.731316
12463,308,310,13.988484
12596,310,318,20.237267
12597,310,354,32.973927
12612,311,312,1.652996
12636,312,392,44.216106
12742,315,317,3.350383
12802,316,325,7.138469
12803,317,329,8.506579
12804,317,320,4.7774
12805,318,329,34.536934
12879,319,326,5.783765
12880,319,335,54.76548
12881,320,330,31.24946
12990,321,326,13.988484
13111,325,342,14.678076
13112,326,333,5.57959
13182,327,328,6.092285
13183,328,331,13.988484
13184,329,340,11.508899
13185,329,339,37.499313
13326,331,478,9.44485
13327,332,358,28.18331
13428,333,343,8.906262
13429,333,341,53.761707
13480,334,575,10.74279
13481,334,482,23.69269
13494,335,341,5.783701
13495,335,345,33.061195
13554,336,535,20.919926
13612,337,557,18.92598
13638,339,356,15.221584
13695,340,366,26.804316
13741,341,361,17.812525
13821,342,359,16.009598
13822,342,352,47.727451
13823,343,352,7.138946
13824,343,344,13.778323
13872,345,349,9.244292
13916,347,511,4.779147
13938,348,507,82.21769
13939,348,543,40.472462
13954,349,355,7.610792
13955,349,502,50.810883
14075,351,356,17.268467
14157,352,360,8.506623
14158,352,361,52.456112
14159,353,387,28.605999
14338,355,372,13.359351
14339,355,368,36.365864
14340,356,370,10.780326
14485,357,360,16.98431
14538,358,374,10.351737
14600,359,381,14.67854
14601,359,371,46.221146
14602,360,371,8.337972
14603,361,382,14.277945
14604,362,370,18.749884
14626,363,411,6.029023
14649,364,386,16.009668
14650,365,366,6.249961
14721,366,369,18.329773
14792,368,383,9.882254
14793,369,380,28.664268
14794,370,380,8.906262
14885,371,393,14.678076
14886,371,377,18.749775
14887,372,394,14.678076
14888,372,383,38.70993
14889,373,385,8.906262
14890,374,378,11.453418
14891,374,502,17.819553
14987,375,532,99.479523
14988,375,567,26.2307
14989,375,571,11.328156
15012,376,476,45.459854
15013,376,559,26.547537
15111,377,389,9.535697
15112,377,379,21.36834
15113,378,391,8.906721
15176,379,382,15.294466
15177,380,384,7.741955
15251,381,401,15.643198
15252,381,393,46.221073
15253,382,398,12.917997
15254,382,387,13.988484
15255,383,399,14.277467
15256,383,385,13.778516
15379,386,387,13.70752
15399,388,533,14.218409
15400,388,536,18.526215
15473,390,391,4.569336
15474,391,408,11.566996
15475,392,421,21.791779
15476,392,404,40.785633
15584,393,397,4.18457
15585,394,409,12.058353
15586,394,399,40.209133
15663,395,553,9.11467
15722,396,468,12.387886
15744,397,415,13.35981
15745,397,577,17.066399
15784,398,412,8.906721
15785,398,407,32.25695
15845,399,417,11.567466
15846,399,402,9.244292
15901,400,577,12.172892
15902,401,551,26.057028
15903,401,569,17.817707
15904,401,415,44.954845
15905,403,540,2.354056
15906,403,410,12.499814
15907,404,425,12.917997
15940,405,579,13.698235
15941,405,468,12.875371
15961,406,573,31.487309
15962,406,557,8.663442
15963,406,527,16.572109
15964,407,409,6.249961
15965,408,410,2.065478
15966,408,411,12.499685
16029,409,424,9.76416
16030,409,417,41.709831
16031,410,435,18.70056
16079,411,439,20.305738
16080,411,413,13.988723
16119,412,429,11.566996
16120,412,423,32.735889
16182,413,418,15.483911
16183,413,499,8.593334
16234,414,563,23.519415
16235,414,513,6.887927
16241,415,440,16.009598
16242,415,420,15.484063
16243,416,425,23.226019
16331,417,430,8.337564
16332,418,421,15.294421
16402,420,445,16.009668
16403,420,422,12.264169
16404,421,437,11.567466
16405,421,427,8.110248
16467,422,449,17.351233
16468,422,426,12.263927
16469,423,424,9.138428
16470,424,436,10.228285
16471,424,430,36.792206
16472,425,471,29.356462
16529,426,453,17.013683
16530,426,429,15.484063
16531,427,438,8.506579
16532,427,428,9.138428
16533,428,462,22.780781
16642,429,450,12.918471
16643,429,433,27.556889
16644,431,442,8.338106
16645,431,437,33.9687
16700,432,444,22.43446
16701,432,441,7.211687
16735,433,434,4.777309
16736,433,545,18.705507
16785,434,436,9.244219
16786,435,459,14.678076
16787,435,439,9.244219
16832,436,444,23.015682
16833,437,456,10.228285
16834,439,442,12.263927
16893,440,569,46.236351
16894,440,454,8.906262
16895,440,445,15.483823
16896,441,448,5.342285
16897,441,447,8.689213
16898,442,446,4.18457
16901,443,552,3.318869
16902,443,525,7.82566
16971,444,447,9.554708
17019,445,458,8.906721
17020,445,449,12.499923
17083,446,465,10.228285
17084,446,456,35.279568
17085,447,470,48.855629
17086,447,452,7.741955
17087,447,448,7.702733
17137,448,451,1.541568
17138,448,452,0.237305
17151,449,464,8.906262
17152,449,453,13.778323
17153,450,457,4.453089
17154,450,455,15.484063
17155,451,452,1.523193
17156,451,459,38.483051
17231,453,457,13.988723
17274,454,576,47.25082
17275,456,556,1.041142
17317,457,474,8.906262
17365,459,484,14.677999
17366,459,465,23.015623
17367,460,462,10.752193
17425,461,475,6.35695
17426,462,471,21.729818
17439,463,467,16.037842
17440,463,518,3.236518
17474,465,479,35.472088
17516,466,480,20.992319
17517,466,487,12.645752
17518,466,475,19.995346
17552,467,526,6.228089
17553,467,518,16.65691
17591,469,474,19.848854
17592,469,470,13.70752
17593,469,545,7.17423
17594,471,486,9.882254
17647,472,473,12.18457
17648,472,474,27.415283
17649,473,580,65.506836
17650,474,482,7.610792
17651,475,489,12.918471
17652,475,484,41.710072
17673,476,531,24.346716
17674,476,564,13.828999
17716,479,486,41.710072
17717,479,556,10.526324
17811,480,483,3.178319
17861,481,482,35.058285
17862,481,483,9.244051
17912,482,492,8.369141
17913,483,497,14.677999
17914,483,487,19.995588
18012,487,489,18.488344
18054,488,543,35.892014
18143,489,495,41.710072
18198,490,509,7.70908
18199,490,520,9.787055
18229,491,528,25.290375
18230,491,510,23.017233
18231,491,515,4.847793
18239,492,501,10.780429
18240,492,494,24.725651
18307,493,547,5.806749
18384,494,497,15.294421
18424,496,511,1.381156
18430,497,504,10.228285
18431,497,498,13.988582
18531,500,531,10.83766
18532,500,564,26.328041
18570,501,503,5.57959
18766,504,507,6.974609
18767,504,505,11.020403
19004,508,546,7.35891
19048,510,515,21.714428
19049,510,573,26.261147
19179,511,521,9.693347
19202,512,516,37.703201
19203,512,544,6.045749
19204,512,522,5.432868
19635,515,528,25.92503
19656,516,520,22.45421
19673,517,527,11.82796
19754,520,573,23.700291
20127,521,525,4.527461
20628,523,574,12.602969
20915,528,563,41.332767
21263,530,544,5.432868
21413,531,567,17.244823
21493,533,534,19.99538
21690,536,548,42.49831
21691,536,538,9.554708
21754,538,549,41.392467
21797,539,563,16.77268
22186,541,558,11.147699
22536,544,558,9.336337
22784,548,554,10.780326
22785,548,549,12.499868
22863,549,570,28.566944
23053,554,560,10.228285
23159,558,561,16.15131
23197,559,565,5.78353
23275,560,568,8.338106
23304,562,570,116.055107
23400,566,569,19.995346
23443,568,570,13.988772
23460,569,576,17.351168
23795,576,580,8.906262
